Location Name,Location Formal Name,Location Scheduler,Location Scheduler Email,Max Capacity,X25 Assignable Area,Default Layout,Default Layout Capacity,Default Layout Image?,Always Shared?,Building,Partition,Latitude,Longitude,X25 Building,X25 Floor Number,X25 Owner Organization,X25 Room Use Code,Express Scheduling Enabled?,Express Scheduling Event Type,Express Scheduling Max. Duration,Default Instructions,Comments
HGH244,Hughes Hall 244,"Loparco, Karen",k.loparco@cornell.edu,8,164,,0,No,No,,,42.443679,-76.486349,Hughes Hall,2,Law School-LA,350,No,,,,
HGHG28R,Hughes Hall G28R,"Loparco, Karen",k.loparco@cornell.edu,10,304,As Is,10,No,No,,,42.443679,-76.486349,Hughes Hall,G,Law School-LA,110,No,,,,
HGHG29,Hughes Hall G29,"Loparco, Karen",k.loparco@cornell.edu,10,401,As Is,10,No,No,,,42.443679,-76.486349,Hughes Hall,G,Law School-LA,110,No,,,,
HGHG39,Hughes Hall G39,"Loparco, Karen",k.loparco@cornell.edu,8,293,,0,No,No,,,42.443679,-76.486349,Hughes Hall,G,Law School-LA,110,No,,,,
HGHL28,Hughes Hall L28,"Loparco, Karen",k.loparco@cornell.edu,60,1694,As Is,60,No,No,,,42.443679,-76.486349,Hughes Hall,L,Law School-LA,110,No,,,,
HGHL30,Hughes Hall L30,"Loparco, Karen",k.loparco@cornell.edu,8,177,,0,No,No,,,42.443679,-76.486349,Hughes Hall,L,Law School-LA,310,No,,,,
HGHL39,Hughes Hall L39,"Loparco, Karen",k.loparco@cornell.edu,12,293,,0,No,No,,,42.443679,-76.486349,Hughes Hall,L,Law School-LA,350,No,,,,
HGHXPAT,Hughes Hall XPAT: Gorge Patio,"Loparco, Karen",k.loparco@cornell.edu,30,0,As Is,30,No,No,,,0,0,Hughes Hall,,Law School-LA,,No,,,,
HLS110,Hollister Hall 110,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,84,832,Instruction,84,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS206,Hollister Hall 206,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,39,784,Instruction,39,No,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS306,Hollister Hall 306,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,48,732,Instruction,48,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS312,Hollister Hall 312,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,32,661,Instruction,32,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS314,Hollister Hall 314,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,36,660,Instruction,36,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS320,Hollister Hall 320,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,40,660,Instruction,40,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS362,Hollister Hall 362,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,32,658,Instruction,32,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS366,Hollister Hall 366,"Wagner, Nicholas",nw346@cornell.edu,57,1148,Instruction,57,Yes,No,,,42.443989,-76.484547,Hollister Hall,,,110,No,,,,
HLS368,Hollister Hall 368,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,32,656,Instruction,32,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS372,Hollister Hall 372,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,32,680,Instruction,32,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLS401,Hollister Hall 401,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,42,673,Instruction,42,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HLSB14,Hollister Hall B14,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,203,2221,Instruction,203,Yes,No,,Hollister Hall,42.443989,-76.484547,Hollister Hall,,Engineering-EN,110,No,,,,
HNHB22**,Helen Newman Hall B22,,,80,10966,As Is,80,No,No,,,42.452959,-76.477354,Helen Newman Hall,,Student and Campus Life-SCL,520,No,,,,
HNHCRT1**,Helen Newman Hall 235,,,100,12263,COVID - Max,100,No,No,,,42.452959,-76.477354,Helen Newman Hall,2,Student and Campus Life-SCL,520,No,,,,
HOPBAN1,Ho Plaza: Banner 1,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPBAN2,Ho Plaza: Banner 2,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE1,Ho Plaza: Display Case 1,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE2,Ho Plaza: Display Case 2,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE3,Ho Plaza: Display Case 3,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE4,Ho Plaza: Display Case 4,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE5,Ho Plaza: Display Case 5,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE6,Ho Plaza: Display Case 6,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE7,Ho Plaza: Display Case 7,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPCASE8,Ho Plaza: Display Case 8,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,0,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE1,Ho Plaza: Tabling 1,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE2,Ho Plaza: Tabling 2,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE3,Ho Plaza: Tabling 3,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE4,Ho Plaza: Tabling 4,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE5,Ho Plaza: Tabling 5,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE6,Ho Plaza: Tabling 6,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE7,Ho Plaza: Tabling 7,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPTABLE8,Ho Plaza: Tabling 8,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,2,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPXACTA,Ho Plaza XACTA: Activity Area A,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,99,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPXACTB,Ho Plaza XACTB: Activity Area B,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,99,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
HOPXRALLY,Ho Plaza XRALLY: Rally Space,"SCL Scheduling Admin, Willard Straight Hall",wsh-scheduling@cornell.edu,99,0,,0,No,No,,,42.446155,-76.48505,,,,,No,,,,
IVS103,Ives Hall 103,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,23,488,Instruction,23,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS105,Ives Hall 105,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,137,1353,Instruction,137,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS107,Ives Hall 107,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,23,487,Instruction,23,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS108,Ives Hall 108,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,36,495,Instruction,36,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,This room has ADA adaptive listening for both presenter and Audience.
IVS109,Ives Hall 109,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,34,734,Instruction,34,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS111,Ives Hall 111,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,48,954,Instruction,48,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,This room can be set up for phone-a-thon.
IVS112,Ives Hall 112,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,36,494,Instruction,36,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS115,Ives Hall 115,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,66,1187,Instruction,66,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS116,Ives Hall 116,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,41,758,Instruction,41,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS118A,Ives Hall 118A,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,22,1048,Instruction,22,Yes,No,,,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,210,No,,,,
IVS118X,Ives Hall 118X,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,22,0,Instruction,22,No,No,,,42.447248,-76.481015,Ives Hall,,,,No,,,,
IVS215,Ives Hall 215,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,49,917,Instruction,49,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVS217,Ives Hall 217,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,72,1270,Instruction,72,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,This room has ADA adaptive listening for both presenter and Audience.
IVS219,Ives Hall 219,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,62,913,Instruction,62,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,This room has ADA adaptive listening for both presenter and Audience.
IVS305,Ives Hall 305,"ILR Scheduling Admin, Academic",ilrossreservations@cornell.edu,320,3466,Instruction,320,Yes,No,,Ives Hall,42.447248,-76.481015,Ives Hall,,Industrial&Labor Relations-ILR,110,No,,,,
IVSXCRTL,Ives Hall XCRTL: Lower Courtyard,"ILR Scheduling Admin, Events",ilrconferencecenter@cornell.edu,150,0,,0,No,No,,,42.447248,-76.481015,,,,,No,,,,
IVSXCRTU,Ives Hall XCRTU: Upper Courtyard,"ILR Scheduling Admin, Events",ilrconferencecenter@cornell.edu,99,0,,0,No,No,,,42.447248,-76.481015,,,,,No,,,,
JLO10041,Johnson C Birds & Biodiversity 10041: Lab of O Observatory,"Smith, Jennifer",jls39@cornell.edu,100,3985,As Is,75,Yes,No,,,42.479895,-76.45114,Johnson Ctr Lab Ornth,1,Agriculture and Life Sci-CALS,620,No,,,,
JLO101,Johnson C Birds & Biodiversity 101: Lab of O Auditorium,"Smith, Jennifer",jls39@cornell.edu,60,1195,As Is,60,Yes,No,,,42.479895,-76.45114,Johnson Ctr Lab Ornth,1,Agriculture and Life Sci-CALS,610,No,,,,
JLO101A,Johnson C Birds & Biodiversity 101A: Lab of O Fuertes Room,"Smith, Jennifer",jls39@cornell.edu,20,518,Board Room (Conference),20,Yes,No,,,42.479895,-76.45114,Johnson Ctr Lab Ornth,1,Agriculture and Life Sci-CALS,680,No,,,,
JLO101X,Johnson C Birds & Biodiversity 101X: Lab of O Auditorium & Fuertes Room,"Smith, Jennifer",jls39@cornell.edu,80,0,Theater with Stage,80,No,No,,,42.479895,-76.45114,Johnson Ctr Lab Ornth,1,Agriculture and Life Sci-CALS,,No,,,,
JLO103,Johnson C Birds & Biodiversity 103: Lab of O,"Smith, Jennifer",jls39@cornell.edu,0,160,,0,No,No,,,42.479895,42.479895,Johnson Ctr Lab Ornth,1,Agriculture and Life Sci-CALS,615,No,,,,
JMA102,Johnson Museum Of Art 102,"Fairlie-Smith, Holly",hw33@cornell.edu,224,1723,,0,No,No,,,42.450705,-76.486215,Johnson Museum Of Art,1,Provost-PROV,620,No,,,,
JMA201,Johnson Museum Of Art 201: 2nd Floor Sculpture Court,"Fairlie-Smith, Holly",hw33@cornell.edu,99,2787,As Is,99,No,No,,,42.450705,-76.486215,Johnson Museum Of Art,2,Provost-PROV,620,No,,,,
JMA2B07,Johnson Museum Of Art 2B07,"Fairlie-Smith, Holly",hw33@cornell.edu,16,402,Instruction,16,Yes,No,,,42.450705,-76.486215,Johnson Museum Of Art,,,620,No,,,,
JMA2B18,Johnson Museum Of Art 2B18,"Fairlie-Smith, Holly",hw33@cornell.edu,11,358,Instruction,11,Yes,No,,,42.450705,-76.486215,Johnson Museum Of Art,,,220,No,,,,
JMA2L34,Johnson Museum Of Art 2L34,"Fairlie-Smith, Holly",hw33@cornell.edu,25,727,Instruction,25,Yes,No,,,42.450705,-76.486215,Johnson Museum Of Art,,Provost-PROV,110,No,,,,
JMA2L41,Johnson Museum Of Art 2L41: Second Basement 2L Lecture Room,"Fairlie-Smith, Holly",hw33@cornell.edu,125,1525,Instruction,125,No,No,,,42.450705,-76.486215,Johnson Museum Of Art,,Johnson Art Museum,110,No,,,,
JMA605,Johnson Museum Of Art 605: 6th Floor Lynch Conference Room,"Fairlie-Smith, Holly",hw33@cornell.edu,70,1590,As Is,70,Yes,No,,,42.450705,-76.486215,Johnson Museum Of Art,,,680,No,,,,
JSSXFLD1,Jessup Field XFLD1: Field 1,"Flickinger, Scott",sf487@cornell.edu,99,0,Outdoor - Diagram,99,No,No,,,0,0,,,,,No,,,,
JSSXFLD2,Jessup Field XFLD2: Field 2,"Flickinger, Scott",sf487@cornell.edu,99,0,,0,No,No,,,0,0,,,,,No,,,,
JSSXFLD3,Jessup Field XFLD3: Field 3,"Flickinger, Scott",sf487@cornell.edu,99,0,,0,No,No,,,0,0,,,,,No,,,,
JSSXFLDEXT,Jessup Field XFLDEXT: Field Extension,"Flickinger, Scott",sf487@cornell.edu,99,0,,0,No,No,,,0,0,,,,,No,,,,
KLRKG42,Klarman Hall KG42,"Lovelace, Dorothy",djl353@cornell.edu,42,587,Instruction,42,Yes,No,,,42.4491,-76.483079,Klarman Hall,,Arts and Sci-AS,110,No,,,,
KLRKG44,Klarman Hall KG44,"Kempf, Katy",clk36@cornell.edu,12,190,Instruction,12,No,No,,,42.4491,-76.483079,Klarman Hall,,Arts and Sci-AS,110,No,,,,
KLRKG70,Klarman Hall KG70,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,330,3356,Instruction,330,Yes,No,,Goldwin Smith Hall,42.4491,-76.483079,Klarman Hall,,Arts and Sci-AS,110,No,,,,
KLRKG80,Klarman Hall KG80,"Gray, Erik",eeg4@cornell.edu,428,7195,As Is,428,No,No,,,42.4491,-76.483079,Klarman Hall,,Arts and Sci-AS,610,No,,,,
KMBB11,Kimball Hall B11,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,211,1997,Instruction,211,Yes,No,,Kimball Hall,42.443943,-76.483222,Kimball Hall,,Engineering-EN,110,No,,,,
KND101,Kennedy Hall 101,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,26,549,Instruction,26,Yes,No,,Kennedy Hall,42.448094,-76.479259,Kennedy Hall,,Agriculture and Life Sci-CALS,110,No,,,,
KND103,Kennedy Hall 103,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,24,605,Instruction,24,Yes,No,,Kennedy Hall,42.448094,-76.479259,Kennedy Hall,,Agriculture and Life Sci-CALS,110,No,,,,
KND105,Kennedy Hall 105,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,24,549,Instruction,24,Yes,No,,,42.448094,-76.479259,Kennedy Hall,,Agriculture and Life Sci-CALS,110,No,,,,
KND116,Kennedy Hall 116: Call Aud,"CALS Scheduling Admin, Call Auditorium",callauditorium@cornell.edu,593,5588,Instruction,593,No,No,,Kennedy Hall,42.448094,-76.479259,Kennedy Hall,,Agriculture and Life Sci-CALS,110,No,,,,
KND213,Kennedy Hall 213,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,48,1285,Instruction,48,Yes,No,,Kennedy Hall,42.448094,-76.479259,Kennedy Hall,,Agriculture and Life Sci-CALS,110,No,,,,
KND461,Kennedy Hall 461,,,53,760,Instruction,53,Yes,No,,,42.448094,-76.479259,Kennedy Hall,,Agriculture and Life Sci-CALS,110,No,,,,
KND466,Kennedy Hall 466,,,40,732,Instruction,40,No,No,,,42.448094,-76.479259,Kennedy Hall,,Agriculture and Life Sci-CALS,110,No,,,,
KTN141,William T Keeton House 141: Seminar Room,"SCL Scheduling, West Campus Houses",west_house_sched@cornell.edu,49,479,Instruction,49,Yes,No,,,42.446723,-76.489547,William T Keeton House,,,110,No,,,,
KTN142,William T Keeton House 142,"SCL Scheduling, West Campus Houses",west_house_sched@cornell.edu,0,0,,0,No,No,,,42.446723,-76.489547,William T Keeton House,,,,No,,,,
LNC107,Lincoln Hall 107,"Nagasaki-Pracel, Fumi",fn32@cornell.edu,30,388,Instruction,30,Yes,No,,,42.450147,-76.483496,Lincoln Hall,,Arts and Sci-AS,110,No,,,,
LNC124,Lincoln Hall 124,"Nagasaki-Pracel, Fumi",fn32@cornell.edu,47,841,Instruction,47,Yes,No,,,42.450147,-76.483496,Lincoln Hall,,Arts and Sci-AS,110,No,,,,
LNC149,Lincoln Hall 149,"Nagasaki-Pracel, Fumi",fn32@cornell.edu,24,396,Instruction,24,Yes,No,,,42.450147,-76.483496,Lincoln Hall,,Arts and Sci-AS,110,No,,,,
LNC316,Lincoln Hall 316,"Nagasaki-Pracel, Fumi",fn32@cornell.edu,30,821,Instruction,30,Yes,No,,,42.450147,-76.483496,Lincoln Hall,,Arts and Sci-AS,110,No,,,,
LNCB08,Lincoln Hall B08,"Nagasaki-Pracel, Fumi",fn32@cornell.edu,28,428,Instruction,28,Yes,No,,,42.450147,-76.483496,Lincoln Hall,,,110,No,,,,
LNCB20,Lincoln Hall B20,"Nagasaki-Pracel, Fumi",fn32@cornell.edu,120,2279,Instruction,120,No,No,,,42.450147,-76.483496,Lincoln Hall,,Arts and Sci-AS,110,No,,,,
LNCB21,Lincoln Hall B21,"Nagasaki-Pracel, Fumi",fn32@cornell.edu,76,1066,Instruction,76,Yes,No,,,42.450147,-76.483496,Lincoln Hall,,Arts and Sci-AS,110,No,,,,
LNH101**,Lynah Rink 101,,,36,688,,0,No,No,,,42.445708,-76.477446,Lynah Rink,1,Student and Campus Life-SCL,680,No,,,,
LNHG19**,Lynah Rink G19,,,200,16785,Instruction,200,No,No,,,42.445708,-76.477446,Lynah Rink,,Student and Campus Life-SCL,520,No,,,,
LSP101,Livestock Pavilion 101,"Carpenter, Jessica",jc265@cornell.edu,300,11714,As Is,300,Yes,No,,,42.446585,-76.470678,Livestock Pavilion,,,610,No,,,,
LXT709,Lexington Ave 570 709:Boardroom 709,"BU-Johnson Scheduling Admin, 570 Lexington Ave",johnson-570lexingtonave-requests@cornell.edu,21,0,Board Room (Conference),21,No,No,,,0,0,,,,650,No,,,,
LXT722,Lexington Ave 570 722:Lounge 722,"BU-Johnson Scheduling Admin, 570 Lexington Ave",johnson-570lexingtonave-requests@cornell.edu,150,0,As Is,52,No,No,,,0,0,,,,650,No,,,,
LXT724A,Lexington Ave 570 724A:Classroom 724A,"BU-Johnson Scheduling Admin, 570 Lexington Ave",johnson-570lexingtonave-requests@cornell.edu,38,0,Classroom - 2 per 6 ft. tables,27,No,No,,,0,0,,,,110,No,,,,
LXT724B,Lexington Ave 570 724B:Classroom 724B,"BU-Johnson Scheduling Admin, 570 Lexington Ave",johnson-570lexingtonave-requests@cornell.edu,37,0,Classroom - 2 per 6 ft. tables,25,No,No,,,0,0,,,,110,No,,,,
LXT724X,Lexington Ave 570 724X:Classroom 724X,"BU-Johnson Scheduling Admin, 570 Lexington Ave",johnson-570lexingtonave-requests@cornell.edu,74,0,Classroom - 2 per 6 ft. tables,51,No,No,,,0,0,,,,110,No,,,,
LXT726,Lexington Ave 570 726:Seminar 726,"BU-Johnson Scheduling Admin, 570 Lexington Ave",johnson-570lexingtonave-requests@cornell.edu,41,0,Classroom - 2 per 6 ft. tables,41,No,No,,,0,0,,,,110,No,,,,
LXT727,Lexington Ave 570 727:Seminar 727,"BU-Johnson Scheduling Admin, 570 Lexington Ave",johnson-570lexingtonave-requests@cornell.edu,73,0,Classroom - 2 per 6 ft. tables,41,No,No,,,0,0,,,,110,No,,,,
Location Not Found in List,Location Not Found in List,"Scheduling Admin, ClearingHouse",scl_clearinghous@cornell.edu,20000,0,,0,No,Yes,,,0,0,,,,,No,,,,
MCG145,McGraw Hall 145,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,25,466,Instruction,25,Yes,No,,McGraw Hall,42.449445,-76.485383,McGraw Hall,,Arts and Sci-AS,110,No,,,,
MCG165,McGraw Hall 165,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,123,1611,Instruction,123,Yes,No,,McGraw Hall,42.449445,-76.485383,McGraw Hall,,Arts and Sci-AS,110,No,,,,
MCG215,McGraw Hall 215,"Rolfe, Margaret",mr37@cornell.edu,20,565,Instruction,20,Yes,No,,McGraw Hall,42.449445,-76.485383,McGraw Hall,,Arts and Sci-AS,110,No,,,,
MCG365,McGraw Hall 365,"Yonkin, Judy",jly5@cornell.edu,25,478,Instruction,25,Yes,No,,McGraw Hall,42.449445,-76.485383,McGraw Hall,,Arts and Sci-AS,110,No,,,,
MCG366,McGraw Hall 366,"Yonkin, Judy",jly5@cornell.edu,25,607,Instruction,25,Yes,No,,McGraw Hall,42.449445,-76.485383,McGraw Hall,,Arts and Sci-AS,110,No,,,,
MEW125C,Mews Residence Hall 125C,"SCL Res Life Scheduling, North Campus",scl_rl_north@cornell.edu,5,199,,0,No,No,,,42.454118,-76.476623,Mews Residence Hall,1,Student and Campus Life-SCL,680,No,,,,
MEW142,Mews Residence Hall 454: First Floor North Lounge,"SCL Res Life Scheduling, North Campus",scl_rl_north@cornell.edu,8,276,As Is,8,Yes,No,,,42.454118,-76.476623,Mews Residence Hall,,,680,No,,,,
MKL118,Moakley House Golf Crs 118: Bar,"Phillips, Desiree",dlp236@cornell.edu,36,803,,0,No,No,,,42.458244,-76.467325,Moakley House Golf Crs,,Student and Campus Life-SCL,655,No,,,,
MKL119,Moakley House Golf Crs 119: Banquet Room,"Phillips, Desiree",dlp236@cornell.edu,300,1907,As Is,300,No,No,,,42.458244,-76.467325,Moakley House Golf Crs,,,650,No,,,,
MKLXPAT,Moakley House Golf Crs XPAT: Patio,"Phillips, Desiree",dlp236@cornell.edu,99,0,,0,No,No,,,42.458244,-76.467325,,,,,No,,,,
MLS101,Milstein Hall 101,"Banta, Melissa",mb285@cornell.edu,206,3172,Instruction,206,No,No,,,42.451219,-76.483563,Milstein Hall,,,110,No,,,,
MLS201**,Milstein Hall 201,"Banta, Melissa",mb285@cornell.edu,295,25192,As Is,295,No,Yes,,,42.451219,-76.483563,Milstein Hall,2,Architecture Art and Planning-AAP,210,No,,,,
MLSB01**,Milstein Hall B01,"Banta, Melissa",mb285@cornell.edu,325,4676,As Is,325,No,No,,,42.451219,-76.483563,Milstein Hall,,Architecture Art and Planning-AAP,220,No,,,,
MLT203,Malott Hall 203,"Klinger, Mikki",mmk8@cornell.edu,33,544,Instruction,33,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT205,Malott Hall 205,"Klinger, Mikki",mmk8@cornell.edu,24,394,Instruction,24,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT206,Malott Hall 206,"Klinger, Mikki",mmk8@cornell.edu,24,392,Instruction,24,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT207,Malott Hall 207,"Klinger, Mikki",mmk8@cornell.edu,35,527,Instruction,35,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT224,Malott Hall 224,"Klinger, Mikki",mmk8@cornell.edu,30,531,Instruction,30,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT228,Malott Hall 228,"Klinger, Mikki",mmk8@cornell.edu,194,2716,Instruction,194,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT230,Malott Hall 230,"Klinger, Mikki",mmk8@cornell.edu,21,390,Instruction,21,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT251,Malott Hall 251,"Klinger, Mikki",mmk8@cornell.edu,120,1915,Instruction,120,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT253,Malott Hall 253,"Klinger, Mikki",mmk8@cornell.edu,120,1898,Instruction,120,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT406,Malott Hall 406,"Klinger, Mikki",mmk8@cornell.edu,78,1562,Instruction,78,Yes,No,,Malott Hall,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,110,No,,,,
MLT532**,Malott Hall 532,"Klinger, Mikki",mmk8@cornell.edu,184,1162,Instruction,36,No,No,,,42.448225,-76.480195,Malott Hall,,Arts and Sci-AS,650,No,,,,
MNL160,Mann Library 160,"Conrad, Sandra",ssc48@cornell.edu,40,1567,Instruction,40,No,No,,,42.448858,-76.475901,Mann Library,1,,350,No,,,,
MNL405**,Mann Library 405,"Enright, Catalina",cle46@cornell.edu,24,1212,As Is,24,No,No,,,42.448793,-76.476343,Mann Library,4,Agriculture and Life Sci-CALS,212,No,,,,
